actual,proposed
472.8938903808594,41.2996826171875
469.4833679199219,45.87324905395508
466.0728454589844,50.22614669799805
0.0,54.32209777832031
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
206.4216766357422,0.0
230.29510498046875,0.0
254.16851806640625,0.0
271.22088623046875,0.0
291.68377685546875,0.0
308.73626708984375,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,29.32871437072754
0.0,30.080730438232422
0.0,30.759061813354492
0.0,31.366539001464844
0.0,31.9058895111084
0.0,32.424495697021484
0.0,32.87839126586914
0.0,33.3148307800293
0.0,33.689720153808594
0.0,34.00542449951172
0.0,34.308990478515625
0.0,34.60087585449219
0.0,34.92630386352539
0.0,35.23921203613281
0.0,35.54008483886719
0.0,35.78462600708008
0.0,36.06452178955078
0.0,36.33365249633789
0.0,36.59243392944336
0.0,36.84125900268555
0.0,37.08051681518555
0.0,37.310569763183594
0.0,37.48701477050781
0.0,37.65666961669922
0.0,37.819801330566406
0.0,37.93190002441406
0.0,38.0396842956543
0.0,38.18808364868164
0.0,38.28601837158203
0.0,38.335418701171875
0.0,38.338157653808594
0.0,38.25126647949219
0.0,38.07818603515625
0.0,37.86700439453125
0.0,37.663944244384766
0.0,37.42393493652344
0.0,37.193153381347656
0.0,36.926483154296875
0.0,36.62530517578125
0.0,36.335716247558594
0.0,36.14678955078125
0.0,35.8755989074707
0.0,35.5700798034668
0.0,35.231544494628906
0.0,34.9507942199707
0.0,34.5913200378418
0.0,34.24567413330078
0.0,33.9133186340332
0.0,33.548980712890625
0.0,33.15389633178711
0.0,32.81877136230469
0.0,32.49653244018555
0.0,32.18668746948242
0.0,31.79923439025879
0.0,31.42668342590332
0.0,30.978933334350586
0.0,30.503644943237305
0.0,30.001874923706055
0.0,29.474637985229492
0.0,28.967679977416992
0.0,28.480220794677734
0.0,27.966745376586914
0.0,27.42825698852539
0.0,26.910478591918945
0.0,26.36785125732422
0.0,25.756572723388672
0.0,25.124038696289062
0.0,24.51583480834961
0.0,24.020545959472656
0.0,23.589069366455078
0.0,23.129425048828125
0.0,22.68745994567871
0.0,22.262493133544922
0.0,21.853872299194336
0.0,21.50572967529297
0.0,21.170976638793945
0.0,20.804336547851562
0.0,20.40703773498535
0.0,20.025020599365234
0.0,19.56816864013672
0.0,19.03936004638672
0.0,18.53089141845703
0.0,18.086742401123047
0.0,17.704439163208008
0.0,17.33683967590332
0.0,17.02814292907715
0.0,16.820842742919922
0.0,16.62151527404785
0.0,16.385093688964844
0.0,16.157766342163086
0.0,15.894417762756348
0.0,15.596435546875
0.0,15.309913635253906
0.0,15.079174995422363
0.0,14.67825698852539
0.0,14.158472061157227
0.0,13.524388313293457
0.0,12.825169563293457
0.0,12.10807991027832
0.0,11.463334083557129
0.0,10.932909965515137
0.0,10.42288589477539
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,9.834589958190918
0.0,10.888751029968262
0.0,11.991893768310547
0.0,13.052608489990234
0.0,14.162050247192383
0.0,15.273584365844727
0.0,16.431894302368164
0.0,17.635181427001953
0.0,18.881710052490234
0.0,20.12506103515625
0.0,21.320589065551758
0.0,22.51490020751953
0.0,23.66327476501465
0.0,24.767480850219727
0.0,25.784456253051758
0.0,26.76231575012207
0.0,27.657800674438477
0.0,28.518844604492188
0.0,29.346773147583008
0.0,30.14285659790039
0.0,30.95308494567871
0.0,31.73215103149414
0.0,32.52601623535156
0.0,33.28934860229492
0.0,33.97855758666992
0.0,34.6860237121582
0.0,35.411041259765625
0.0,36.108177185058594
0.0,36.86802291870117
0.0,37.59864807128906
0.0,38.34592819213867
0.0,39.06446838378906
0.0,39.71061325073242
0.0,40.287139892578125
0.0,40.79673385620117
0.0,41.331485748291016
0.0,41.84567642211914
0.0,42.340084075927734
0.0,42.90500259399414
0.0,43.492958068847656
0.0,43.96877670288086
0.0,44.33676528930664
0.0,44.69060134887695
0.0,44.98606491088867
0.0,45.22540283203125
0.0,45.410770416259766
0.0,45.63376998901367
0.0,45.84819412231445
0.0,46.00960922241211
0.0,46.07529067993164
0.0,46.13844680786133
0.0,46.15441131591797
0.0,46.080230712890625
0.0,45.8746223449707
0.0,45.63215255737305
0.0,45.354248046875
0.0,44.99750518798828
0.0,44.609718322753906
0.0,44.281612396240234
0.0,43.92136001586914
0.0,43.57496643066406
0.0,43.19712829589844
0.0,42.833824157714844
0.0,42.529258728027344
0.0,42.23640441894531
0.0,41.91004943847656
0.0,41.5067253112793
0.0,40.984622955322266
0.0,40.3930778503418
0.0,39.73475646972656
0.0,38.922706604003906
0.0,38.007598876953125
0.0,36.94863510131836
0.0,35.796112060546875
0.0,34.55363082885742
0.0,33.17987823486328
0.0,31.769439697265625
0.0,30.368488311767578
0.0,28.887128829956055
0.0,27.283693313598633
0.0,25.652402877807617
0.0,24.03908920288086
0.0,22.353540420532227
0.0,20.68805694580078
0.0,18.997102737426758
0.0,17.281658172607422
0.0,15.63219165802002
0.0,14.046167373657227
0.0,12.476383209228516
0.0,10.877449035644531
0.0,9.340012550354004
0.0,7.906471252441406
0.0,6.572829723358154
0.0,5.33524227142334
0.0,4.190017223358154
0.0,3.13360333442688
0.0,2.207347869873047
0.0,1.451004147529602
0.0,0.8580414056777954
0.0,0.37741196155548096
0.0,0.04955507814884186
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.06217275559902191
0.0,0.3283589780330658
0.0,0.7185978889465332
0.0,1.3176416158676147
0.0,2.07269549369812
0.0,3.067286252975464
0.0,4.247437477111816
0.0,5.561252593994141
0.0,7.003586769104004
0.0,8.524737358093262
0.0,10.076904296875
0.0,11.65890121459961
0.0,13.269577980041504
0.0,14.907833099365234
0.0,16.483078002929688
0.0,17.997737884521484
0.0,19.45414161682129
0.0,20.809764862060547
0.0,22.02372169494629
0.0,23.146224975585938
0.0,24.1807918548584
0.0,25.13080406188965
0.0,25.9995174407959
0.0,26.745290756225586
0.0,27.417617797851562
0.0,28.064085006713867
0.0,28.730453491210938
0.0,29.28166389465332
0.0,29.722150802612305
0.0,30.19045639038086
0.0,30.73027801513672
0.0,31.24933624267578
0.0,31.70366668701172
0.0,32.095760345458984
0.0,32.47277069091797
0.0,32.88004684448242
0.0,33.31642150878906
0.0,33.78077697753906
0.0,34.31679916381836
0.0,34.83220291137695
0.0,35.32778549194336
0.0,35.8043098449707
0.0,36.3072624206543
0.0,36.790870666503906
0.0,37.30064392089844
0.0,37.74604415893555
0.0,38.12955856323242
0.0,38.49831771850586
0.0,38.85289764404297
0.0,39.1938362121582
0.0,39.43213653564453
0.0,39.57174301147461
0.0,39.616458892822266
0.0,39.659454345703125
0.0,39.566505432128906
0.0,39.47713088989258
0.0,39.301666259765625
0.0,39.04343032836914
0.0,38.79512405395508
0.0,38.51160430908203
0.0,38.28375244140625
0.0,38.06466293334961
0.0,37.76447677612305
0.0,37.475833892822266
0.0,37.19829177856445
0.0,36.93142318725586
0.0,36.67482376098633
0.0,36.24903869628906
0.0,35.75010299682617
0.0,35.09130859375
0.0,34.2787971496582
0.0,33.363250732421875
0.0,32.348628997802734
0.0,31.238739013671875
0.0,30.037250518798828
0.0,28.7476806640625
0.0,27.41818618774414
0.0,26.095064163208008
0.0,24.643779754638672
0.0,23.114023208618164
0.0,21.553577423095703
0.0,19.963624954223633
0.0,18.390060424804688
0.0,16.742727279663086
0.0,15.113988876342773
0.0,13.503135681152344
0.0,11.864710807800293
0.0,10.244538307189941
0.0,8.552393913269043
0.0,6.880568504333496
0.0,5.228280544281006
0.0,3.684305429458618
0.0,2.199713945388794
0.0,0.7722222805023193
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.8200768828392029
0.0,2.0418994426727295
0.0,3.3062522411346436
0.0,4.521975994110107
0.0,5.959518909454346
0.0,7.341771125793457
0.0,8.805150985717773
0.0,10.257010459899902
0.0,11.742552757263184
0.0,13.170957565307617
0.0,14.633952140808105
0.0,16.08544158935547
0.0,17.481101989746094
0.0,18.867849349975586
0.0,20.246023178100586
0.0,21.526426315307617
0.0,22.757583618164062
0.0,23.98615074157715
0.0,25.212230682373047
0.0,26.346389770507812
0.0,27.39216423034668
0.0,28.397714614868164
0.0,29.40935516357422
0.0,30.337322235107422
0.0,31.274362564086914
0.0,32.08583450317383
0.0,32.91086196899414
0.0,33.70415496826172
0.0,34.46693801879883
0.0,35.15562057495117
0.0,35.86257553100586
0.0,36.497581481933594
0.0,37.152923583984375
0.0,37.73829650878906
0.0,38.211631774902344
0.0,38.6667594909668
0.0,38.970096588134766
0.0,39.21699905395508
0.0,39.409645080566406
0.0,39.50535583496094
0.0,39.686912536621094
0.0,39.81671905517578
0.0,39.94153594970703
0.0,39.92726516723633
0.0,40.0030632019043
0.0,40.12071228027344
0.0,40.14431381225586
0.0,40.12224578857422
0.0,40.10102081298828
0.0,40.03585433959961
0.0,39.97319030761719
0.0,39.91293716430664
0.0,39.81024169921875
0.0,39.66672897338867
0.0,39.483970642089844
0.0,39.30824661254883
0.0,39.094512939453125
0.0,38.844242095947266
0.0,38.558834075927734
0.0,38.19487380981445
0.0,37.80015182495117
0.0,37.46537399291992
0.0,37.09870529174805
0.0,36.74614334106445
0.0,36.40713882446289
0.0,36.03641128540039
0.0,35.63518142700195
0.0,35.204620361328125
0.0,34.61156463623047
0.0,33.95179748535156
0.0,33.317405700683594
0.0,32.61788558959961
0.0,31.810977935791016
0.0,30.900819778442383
0.0,29.936141967773438
0.0,28.82951545715332
0.0,27.67592430114746
0.0,26.432415008544922
0.0,25.147205352783203
0.0,23.821901321411133
0.0,22.458045959472656
0.0,21.05712127685547
0.0,19.57578468322754
0.0,17.972373962402344
0.0,16.341106414794922
0.0,14.683055877685547
0.0,13.044013023376465
0.0,11.468010902404785
0.0,9.95262336730957
0.0,8.450757026672363
0.0,7.051417827606201
0.0,5.705899715423584
0.0,4.4121317863464355
0.0,3.1681246757507324
0.0,1.9272003173828125
0.0,0.7787672877311707
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.8814750909805298
0.0,1.8771185874938965
0.0,2.8792314529418945
0.0,3.9770925045013428
0.0,5.122251033782959
0.0,6.268128871917725
0.0,7.459461212158203
0.0,8.649737358093262
0.0,9.838996887207031
0.0,10.982515335083008
0.0,12.126815795898438
0.0,13.227105140686035
0.0,14.285075187683105
0.0,15.30235481262207
0.0,16.23574447631836
0.0,17.088470458984375
0.0,17.953163146972656
0.0,18.874120712280273
0.0,19.6253719329834
0.0,20.25819969177246
0.0,20.82192611694336
0.0,21.363969802856445
0.0,21.88516616821289
0.0,22.386316299438477
0.0,22.868192672729492
0.0,23.331533432006836
0.0,23.777053833007812
0.0,24.2054386138916
0.0,24.617347717285156
0.0,25.058177947998047
0.0,25.482053756713867
0.0,25.800098419189453
0.0,26.06114959716797
0.0,26.177871704101562
0.0,26.24534034729004
0.0,26.354978561401367
0.0,26.415634155273438
0.0,26.339672088623047
0.0,26.221866607666016
0.0,26.06382942199707
0.0,25.822343826293945
0.0,25.545385360717773
0.0,25.27907943725586
0.0,24.978252410888672
0.0,24.64423370361328
0.0,24.23353385925293
0.0,23.749101638793945
0.0,23.238542556762695
0.0,22.792381286621094
0.0,22.452905654907227
0.0,22.126487731933594
0.0,21.633573532104492
0.0,21.025325775146484
0.0,20.350950241088867
0.0,19.65774917602539
0.0,18.991209030151367
0.0,18.3055419921875
0.0,17.601482391357422
0.0,16.83497428894043
0.0,16.053184509277344
0.0,15.21194076538086
0.0,14.313525199890137
0.0,13.360136985778809
0.0,12.39865779876709
0.0,11.33986759185791
0.0,10.277036666870117
0.0,9.255084037780762
0.0,8.227673530578613
0.0,7.195015907287598
0.0,6.202075481414795
0.0,5.2025651931762695
0.0,4.24149751663208
0.0,3.317394256591797
0.0,2.3840696811676025
0.0,1.3075881004333496
0.0,0.22774988412857056
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.13495591282844543
0.0,1.3383657932281494
0.0,2.5402543544769287
0.0,3.7854394912719727
0.0,5.117023944854736
0.0,6.486920356750488
0.0,7.893651962280273
0.0,9.33580493927002
0.0,10.767254829406738
0.0,12.143649101257324
0.0,13.51186752319336
0.0,14.872222900390625
0.0,16.225019454956055
0.0,17.5705509185791
0.0,18.909093856811523
0.0,20.240917205810547
0.0,21.566280364990234
0.0,22.7959041595459
0.0,23.978235244750977
0.0,25.159854888916016
0.0,26.38555145263672
0.0,27.65363311767578
184.16587829589844,28.872941970825195
0.0,30.179645538330078
0.0,31.391326904296875
0.0,32.51164245605469
0.0,33.63363265991211
0.0,34.712467193603516
0.0,35.749813079833984
0.0,36.747257232666016
0.0,37.706336975097656
0.0,38.62853240966797
0.0,39.42572784423828
0.0,40.10273742675781
0.0,40.70895004272461
0.0,41.29184341430664
0.0,41.852317810058594
0.0,42.391239166259766
0.0,42.90943145751953
0.0,43.407691955566406
0.0,43.84202575683594
0.0,44.21488952636719
0.0,44.6181755065918
0.0,45.00595474243164
0.0,45.378814697265625
0.0,45.916385650634766
0.0,46.43328094482422
0.0,46.9302978515625
184.16580200195312,47.363433837890625
187.57603454589844,47.958961486816406
0.0,48.57634735107422
0.0,49.08046340942383
0.0,49.52042770385742
0.0,49.89870834350586
0.0,50.30720138549805
0.0,50.74474334716797
0.0,51.165462493896484
0.0,51.52523422241211
0.0,51.8264045715332
0.0,52.1607551574707
0.0,52.43748092651367
0.0,52.6588020324707
0.0,52.871612548828125
0.0,53.07623291015625
0.0,53.18346405029297
0.0,53.24180603027344
0.0,53.253143310546875
0.0,53.219276428222656
0.0,53.18671417236328
0.0,53.06587600708008
0.0,52.860164642333984
0.0,52.61759948730469
0.0,52.339603424072266
0.0,52.11705780029297
0.0,51.81354904174805
0.0,51.47694778442383
0.0,51.1085319519043
0.0,50.70952224731445
0.0,50.325862884521484
0.0,49.912193298339844
0.0,49.514434814453125
0.0,49.13197708129883
0.0,48.808990478515625
0.0,48.4984245300293
0.0,48.15504455566406
0.0,47.869632720947266
0.0,47.639957427978516
0.0,47.41911697387695
0.0,47.20676803588867
0.0,46.957828521728516
0.0,46.67369842529297
0.0,46.40049743652344
0.0,46.1378059387207
0.0,45.8404541015625
0.0,45.554534912109375
0.0,45.27961730957031
0.0,44.97050857543945
0.0,44.58375930786133
0.0,44.1671257019043
0.0,43.76651382446289
0.0,43.3365478515625
0.0,42.878360748291016
0.0,42.4825553894043
0.0,42.10197448730469
0.0,41.73603057861328
0.0,41.38416290283203
0.0,41.001068115234375
0.0,40.6327018737793
0.0,40.233741760253906
0.0,39.850128173828125
0.0,39.43650436401367
0.0,39.03879165649414
0.0,38.61160659790039
0.0,38.20085525512695
0.0,37.85066604614258
0.0,37.51394271850586
0.0,37.1901741027832
0.0,36.92361831665039
0.0,36.71208190917969
0.0,36.55344009399414
0.0,36.35614013671875
0.0,36.121665954589844
0.0,35.89620590209961
0.0,35.679420471191406
0.0,35.470970153808594
0.0,35.27054214477539
0.0,35.122581481933594
0.0,35.02507781982422
0.0,34.97608184814453
0.0,34.92897415161133
0.0,34.83891677856445
0.0,34.7523193359375
0.0,34.75857925415039
0.0,34.809364318847656
0.0,34.81342697143555
0.0,34.81733703613281
0.0,34.82109832763672
0.0,34.824710845947266
0.0,34.87295150756836
0.0,34.96409606933594
0.0,35.05173873901367
0.0,35.04648208618164
0.0,34.996665954589844
0.0,34.993526458740234
0.0,34.990509033203125
0.0,34.94284439086914
0.0,34.80748748779297
0.0,34.63257598876953
0.0,34.46438980102539
0.0,34.30267333984375
0.0,34.102413177490234
0.0,33.909854888916016
0.0,33.67993927001953
0.0,33.41410446166992
0.0,33.11373519897461
0.0,32.7801513671875
0.0,32.414634704589844
0.0,32.01841354370117
0.0,31.592670440673828
0.0,31.2728271484375
0.0,30.965286254882812
0.0,30.669572830200195
0.0,30.38523292541504
0.0,30.156593322753906
0.0,29.93674659729004
0.0,29.77012062072754
0.0,29.565139770507812
0.0,29.3680419921875
0.0,29.178524017333984
0.0,29.041059494018555
0.0,28.90888214111328
0.0,28.73702621459961
0.0,28.571779251098633
0.0,28.502410888671875
0.0,28.4804744720459
0.0,28.459381103515625
0.0,28.34957504272461
0.0,28.199230194091797
0.0,28.09943199157715
0.0,27.958707809448242
0.0,27.823394775390625
0.0,27.738052368164062
0.0,27.655990600585938
0.0,27.577085494995117
0.0,27.5012149810791
0.0,27.42826271057129
0.0,27.402875900268555
0.0,27.378463745117188
0.0,27.31023406982422
0.0,27.19986343383789
0.0,27.183259963989258
0.0,27.212060928344727
0.0,27.194988250732422
0.0,27.044286727905273
0.0,26.899381637573242
0.0,26.715286254882812
0.0,26.538270950317383
0.0,26.323301315307617
0.0,26.11659812927246
0.0,25.9178466796875
0.0,25.72673797607422
0.0,25.54298210144043
0.0,25.366291046142578
0.0,25.19639778137207
0.0,25.033037185668945
0.0,24.920724868774414
0.0,24.857494354248047
0.0,24.75193214416504
0.0,24.65043067932129
0.0,24.50806999206543
0.0,24.371185302734375
0.0,24.284326553344727
0.0,24.2008113861084
0.0,24.075742721557617
0.0,23.910720825195312
0.0,23.66252326965332
0.0,23.379108428955078
0.0,23.10659408569336
0.0,22.79979705810547
0.0,22.460037231445312
0.0,22.088581085205078
0.0,21.73141098022461
0.0,21.432743072509766
0.0,21.14556121826172
0.0,20.869426727294922
0.0,20.603910446166992
0.0,20.348608016967773
0.0,20.103124618530273
0.0,19.867080688476562
0.0,19.640117645263672
0.0,19.377120971679688
0.0,19.124237060546875
0.0,18.881080627441406
0.0,18.64727783203125
0.0,18.422466278076172
0.0,18.25106430053711
0.0,18.08625602722168
0.0,17.927785873413086
0.0,17.73064613342285
0.0,17.496326446533203
0.0,17.271018981933594
0.0,17.00961685180664
0.0,16.66874122619629
0.0,16.251449584960938
0.0,15.805444717407227
0.0,15.421357154846191
0.0,15.096805572509766
0.0,14.784736633300781
0.0,14.529433250427246
0.0,14.328714370727539
0.0,14.1804780960083
0.0,13.993179321289062
0.0,13.813084602355957
0.0,13.63991641998291
0.0,13.428645133972168
0.0,13.180736541748047
0.0,12.987126350402832
0.0,12.800962448120117
0.0,12.62195873260498
0.0,12.494603157043457
0.0,12.416910171508789
0.0,12.297440528869629
0.0,12.0482759475708
0.0,11.853458404541016
0.0,11.666133880615234
0.0,11.486013412475586
0.0,11.268057823181152
0.0,11.013721466064453
0.0,10.724407196044922
0.0,10.490981101989746
0.0,10.221772193908691
0.0,9.918153762817383
0.0,9.581450462341309
0.0,9.212932586669922
0.0,8.858589172363281
0.0,8.473111152648926
0.0,8.102458000183105
0.0,7.790825366973877
0.0,7.491178035736084
0.0,7.2030558586120605
0.0,6.926015377044678
0.0,6.614866733551025
0.0,6.315685272216797
0.0,5.983246803283691
0.0,5.268432140350342
0.0,4.886749744415283
0.0,4.4749836921691895
0.0,4.0342912673950195
0.0,3.5657854080200195
0.0,3.070535182952881
0.0,2.639096736907959
0.0,2.2690155506134033
0.0,1.9579317569732666
0.0,1.6588127613067627
0.0,1.3711984157562256
0.0,1.0051189661026
0.0,0.6978830695152283
0.0,0.44722747802734375
0.0,0.2509760558605194
0.0,0.10703247785568237
0.0,0.10291584581136703
0.0,0.23324820399284363
0.0,0.3585677742958069
0.0,0.3447766900062561
0.0,0.3315160572528839
0.0,0.3635289967060089
0.0,0.3943106532096863
0.0,0.42390841245651245
0.0,0.4523678123950958
0.0,0.47973260283470154
0.0,0.5955719947814941
0.0,0.7517157196998596
0.0,0.991381049156189
0.0,1.3113555908203125
0.0,1.7085466384887695
0.0,2.1352248191833496
0.0,2.635019302368164
0.0,3.20511794090271
0.0,3.842813014984131
0.0,4.455981254577637
0.0,5.045566558837891
0.0,5.6124749183654785
0.0,6.15757942199707
0.0,6.681718349456787
0.0,7.18569803237915
0.0,7.715057373046875
0.0,8.2240571975708
0.0,8.668715476989746
0.0,9.051512718200684
0.0,9.419587135314941
0.0,9.773504257202148
0.0,10.113809585571289
0.0,10.396262168884277
0.0,10.712615013122559
0.0,11.016800880432129
0.0,11.309287071228027
0.0,11.724810600280762
0.0,12.258642196655273
0.0,12.861466407775879
0.0,13.530631065368652
0.0,14.26358699798584
0.0,15.013111114501953
0.0,15.778571128845215
0.0,16.55935287475586
0.0,17.354869842529297
0.0,18.030261993408203
0.0,18.59015464782715
